0,-171.0771002939666,6.585005026867292,-32.92502513433648,0,0,0
0.5,-171.0771002939666,6.585005026867292,-29.632522620902833,-0.000135775476423783,0.000031574924897346495,0.00012412211856198277
1,-171.0771002939666,6.585005026867292,-26.340020107469186,-0.000271550952847566,0.00012194453753457957,0.00023517875095954634
1.5000000000000002,-171.0771002939666,6.585005026867292,-23.04751759403554,-0.00040732642927134905,0.00026457609482948973,0.0003331698971926907
2,-171.0771002939666,6.585005026867292,-19.755015080601893,-0.000543101905695132,0.000452936853699867,0.0004180955572614157
2.5,-171.0771002939666,6.585005026867292,-16.46251256716825,-0.000678877382118915,0.0006804940710635021,0.0004899557311657216
3.0000000000000004,-171.0771002939666,6.585005026867292,-13.1700100537346,-0.0008146528585426981,0.0009407150038381858,0.0005487504189056083
3.5000000000000004,-171.0771002939666,6.585005026867292,-9.877507540300954,-0.0009504283349664813,0.0012270669089417072,0.0005944796204810758
4,-171.0771002939666,6.585005026867292,-6.585005026867311,-0.001086203811390264,0.0015330170432918577,0.0006271433358921237
4.5,-171.0771002939666,6.585005026867292,-3.2925025134336643,-0.001221979287814047,0.0018520326638064273,0.0006467415651387527
5,-171.0771002939666,6.585005026867292,-0.000000000000021316282072803006,-0.00135775476423783,0.0021775810274032074,0.0006532743082209624
