12.1,16212826470535017000000000000
12.2,16159499449430198000000000000
12.3,16106244824428448000000000000
12.4,16053062594005364000000000000
12.5,15999952756658388000000000000
12.6,15946915310907030000000000000
12.7,15893950255292850000000000000
12.8,15841057588379475000000000000
12.9,15788237308752750000000000000
13,15735489415020717000000000000
13.1,15682813905813754000000000000
13.2,15630210779784600000000000000
13.3,15577680035608374000000000000
13.4,15525221671982690000000000000
13.5,15472835687627784000000000000
13.6,15420522081286355000000000000
13.7,15368280851723907000000000000
13.8,15316111997728616000000000000
13.9,15264015518111460000000000000
14,15211991411706319000000000000
14.1,15160039677369937000000000000
14.2,15108160313982076000000000000
14.3,15056353320445566000000000000
14.4,15004618695686372000000000000
14.5,14952956438653548000000000000
14.6,14901366548319526000000000000
14.7,14849849023679953000000000000
14.8,14798403863753860000000000000
14.9,14747031067583820000000000000
15,14695730634235780000000000000
15.1,14644502562799363000000000000
15.2,14593346852387770000000000000
15.3,14542263502137957000000000000
15.4,14491252511210624000000000000
15.5,14440313878790335000000000000
15.6,14389447604085537000000000000
15.7,14338653686328677000000000000
15.8,14287932124776240000000000000
15.9,14237282918708814000000000000
16,14186706067431166000000000000
16.1,14136201570272320000000000000
16.2,14085769426585612000000000000
16.3,14035409635748771000000000000
16.4,13985122197163968000000000000
16.5,13934907110257907000000000000
16.6,13884764374481870000000000000
16.7,13834693989311830000000000000
16.8,13784695954248458000000000000
16.9,13734770268817243000000000000
17,13684916932568553000000000000
17.1,13635135945077720000000000000
17.2,13585427305945030000000000000
17.3,13535791014795920000000000000
17.4,13486227071280955000000000000
17.5,13436735475075901000000000000
17.6,13387316225881887000000000000
17.7,13337969323425356000000000000
17.8,13288694767458260000000000000
17.9,13239492557758025000000000000
18,13190362694127653000000000000
18.1,13141305176395840000000000000
18.2,13092320004417026000000000000
18.3,13043407178071462000000000000
18.4,12994566697265266000000000000
18.5,12945798561930516000000000000
18.6,12897102772025333000000000000
18.7,12848479327533957000000000000
18.8,12799928228466800000000000000
18.9,12751449474860525000000000000
19,12703043066778162000000000000
19.1,12654709004309115000000000000
19.2,12606447287569295000000000000
19.3,12558257916701168000000000000
19.4,12510140891873855000000000000
19.5,12462096213283167000000000000
19.6,12414123881151738000000000000
19.7,12366223895729064000000000000
19.8,12318396257291577000000000000
19.9,12270640966142719000000000000
20,12222958022613122000000000000
20.1,12175347427060488000000000000
20.2,12127809179869876000000000000
20.3,12080343281453616000000000000
20.4,12032949732251504000000000000
20.5,11985628532730815000000000000
20.6,11938379683386434000000000000
20.7,11891203184740855000000000000
20.8,11844099037344357000000000000
20.9,11797067241775026000000000000
21,11750107798638850000000000000
21.1,11703220708569809000000000000
21.2,11656405972229928000000000000
21.3,11609663590309408000000000000
21.4,11562993563526662000000000000
21.5,11516395892628410000000000000
21.6,11469870578389792000000000000
21.7,11423417621614424000000000000
21.8,11377037023134437000000000000
21.9,11330728783810664000000000000
22,11284492904532642000000000000
22.1,11238329386218733000000000000
22.2,11192238229816175000000000000
22.3,11146219436301213000000000000
22.4,11100273006679156000000000000
22.5,11054398941984462000000000000
22.6,11008597243280808000000000000
22.7,10962867911661247000000000000
22.8,10917210948248205000000000000
22.9,10871626354193610000000000000
23,10826114130678996000000000000
23.1,10780674278915558000000000000
23.2,10735306800144244000000000000
23.3,10690011695635863000000000000
23.4,10644788966691152000000000000
23.5,10599638614640885000000000000
23.6,10554560640845961000000000000
23.7,10509555046697450000000000000
23.8,10464621833616726000000000000
23.9,10419761003055569000000000000
24,10374972556496213000000000000
24.1,10330256495451468000000000000
24.2,10285612821464777000000000000
24.3,10241041536110370000000000000
24.4,10196542640993279000000000000
24.5,10152116137749459000000000000
24.6,10107762028045933000000000000
24.7,10063480313580798000000000000
24.8,10019270996083376000000000000
24.9,9975134077314273000000000000
25,9931069559065530000000000000
25.1,9887077443160612000000000000
25.2,9843157731454636000000000000
25.3,9799310425834337000000000000
25.4,9755535528218245000000000000
25.5,9711833040556783000000000000
25.6,9668202964832305000000000000
25.7,9624645303059208000000000000
25.8,9581160057284113000000000000
25.9,9537747229585804000000000000
26,9494406822075471000000000000
26.1,9451138836896753000000000000
26.2,9407943276225793000000000000
26.3,9364820142271407000000000000
26.4,9321769437275137000000000000
26.5,9278791163511384000000000000
26.6,9235885323287467000000000000
26.7,9193051918943734000000000000
26.8,9150290952853702000000000000
26.9,9107602427424100000000000000
27,9064986345095006000000000000
27.1,9022442708339943000000000000
27.2,8979971519665958000000000000
27.3,8937572781613763000000000000
27.4,8895246496757773000000000000
27.5,8852992667706308000000000000
27.6,8810811297101586000000000000
27.7,8768702387619924000000000000
27.8,8726665941971764000000000000
27.9,8684701962901812000000000000
28,8642810453189135000000000000
28.1,8600991415647292000000000000
28.2,8559244853124406000000000000
28.3,8517570768503282000000000000
28.4,8475969164701495000000000000
28.5,8434440044671526000000000000
28.6,8392983411400874000000000000
28.7,8351599267912105000000000000
28.8,8310287617263039000000000000
28.9,8269048462546784000000000000
29,8227881806891914000000000000
29.1,8186787653462493000000000000
29.2,8145766005458287000000000000
29.3,8104816866114786000000000000
29.4,8063940238703359000000000000
29.5,8023136126531355000000000000
29.6,7982404532942192000000000000
29.7,7941745461315522000000000000
29.8,7901158915067276000000000000
29.9,7860644897649828000000000000
30,7820203412552078000000000000
30.1,7779834463299584000000000000
30.2,7739538053454658000000000000
30.3,7699314186616495000000000000
30.4,7659162866421269000000000000
30.5,7619084096542271000000000000
30.6,7579077880689992000000000000
30.7,7539144222612272000000000000
30.8,7499283126094408000000000000
30.9,7459494594959256000000000000
31,7419778633067346000000000000
31.1,7380135244317004000000000000
31.2,7340564432644516000000000000
31.3,7301066202024142000000000000
31.4,7261640556468358000000000000
31.5,7222287500027847000000000000
31.6,7183007036791768000000000000
31.7,7143799170887700000000000000
31.8,7104663906481922000000000000
31.9,7065601247779447000000000000
32,7026611199024148000000000000
32.1,6987693764498915000000000000
32.2,6948848948525743000000000000
32.3,6910076755465860000000000000
32.4,6871377189719875000000000000
32.5,6832750255727893000000000000
32.6,6794195957969579000000000000
32.7,6755714300964415000000000000
32.8,6717305289271654000000000000
32.9,6678968927490595000000000000
33,6640705220260637000000000000
33.1,6602514172261395000000000000
33.2,6564395788212866000000000000
33.3,6526350072875541000000000000
33.4,6488377031050515000000000000
33.5,6450476667579650000000000000
33.6,6412648987345673000000000000
33.7,6374893995272307000000000000
33.8,6337211696324423000000000000
33.9,6299602095508160000000000000
34,6262065197871041000000000000
34.1,6224601008502112000000000000
34.2,6187209532532113000000000000
34.3,6149890775133531000000000000
34.4,6112644741520786000000000000
34.5,6075471436950377000000000000
34.6,6038370866720975000000000000
34.7,6001343036173575000000000000
34.8,5964387950691633000000000000
34.9,5927505615701202000000000000
35,5890696036671076000000000000
35.1,5853959219112890000000000000
35.2,5817295168581307000000000000
35.3,5780703890674088000000000000
35.4,5744185391032345000000000000
35.5,5707739675340541000000000000
35.6,5671366749326720000000000000
35.7,5635066618762615000000000000
35.8,5598839289463803000000000000
35.9,5562684767289834000000000000
36,5526603058144358000000000000
36.1,5490594167975312000000000000
36.2,5454658102775001000000000000
36.3,5418794868580294000000000000
36.4,5383004471472747000000000000
36.5,5347286917578723000000000000
36.6,5311642213069584000000000000
36.7,5276070364161799000000000000
36.8,5240571377117105000000000000
36.9,5205145258242648000000000000
37,5169792013891125000000000000
37.1,5134511650460954000000000000
37.2,5099304174396380000000000000
37.3,5064169592187660000000000000
37.4,5029107910371217000000000000
37.5,4994119135529734000000000000
37.6,4959203274292390000000000000
37.7,4924360333334914000000000000
37.8,4889590319379814000000000000
37.9,4854893239196492500000000000
38,4820269099601411400000000000
38.1,4785717907458242600000000000
38.2,4751239669677988000000000000
38.3,4716834393219216000000000000
38.4,4682502085088108000000000000
38.5,4648242752338716000000000000
38.6,4614056402073042400000000000
38.7,4579943041441250000000000000
38.8,4545902677641770500000000000
38.9,4511935317921517000000000000
39,4478040969575987000000000000
39.1,4444219639949466500000000000
39.2,4410471336435160500000000000
39.3,4376796066475355000000000000
39.4,4343193837561606000000000000
39.5,4309664657234872700000000000
39.6,4276208533085681000000000000
39.7,4242825472754309500000000000
39.8,4209515483930915300000000000
39.9,4176278574355742600000000000
40,4143114751819244600000000000
40.1,4110024024162277500000000000
40.2,4077006399276260500000000000
40.3,4044061885103337000000000000
40.4,4011190489636542000000000000
40.5,3978392220919968600000000000
40.6,3945667087048955000000000000
40.7,3913015096170227000000000000
40.8,3880436256482089000000000000
40.9,3847930576234570400000000000
41,3815498063729623000000000000
41.1,3783138727321293000000000000
41.2,3750852575415862000000000000
41.3,3718639616472047400000000000
41.4,3686499859001182000000000000
41.5,3654433311567365000000000000
41.6,3622439982787654400000000000
41.7,3590519881332230000000000000
41.8,3558673015924589400000000000
41.9,3526899395341713000000000000
42,3495199028414224300000000000
42.1,3463571924026624000000000000
42.2,3432018091117398000000000000
42.3,3400537538679251000000000000
42.4,3369130275759255400000000000
42.5,3337796311459079600000000000
42.6,3306535654935094000000000000
42.7,3275348315398636000000000000
42.8,3244234302116129000000000000
42.9,3213193624409317000000000000
43,3182226291655402000000000000
43.1,3151332313287284000000000000
43.2,3120511698793693600000000000
43.3,3089764457719414000000000000
43.4,3059090599665468000000000000
43.5,3028490134289288000000000000
43.6,2997963071304926000000000000
43.7,2967509420483228500000000000
43.8,2937129191652038000000000000
43.9,2906822394696381400000000000
44,2876589039558668000000000000
44.1,2846429136238867500000000000
44.2,2816342694794725600000000000
44.3,2786329725341944700000000000
44.4,2756390238054377000000000000
44.5,2726524243164255600000000000
44.6,2696731750962333400000000000
44.7,2667012771798123400000000000
44.8,2637367316080086600000000000
44.9,2607795394275844000000000000
45,2578297016912349700000000000
45.1,2548872194576120000000000000
45.2,2519520937913422300000000000
45.3,2490243257630476000000000000
45.4,2461039164493667400000000000
45.5,2431908669329741800000000000
45.6,2402851783026010000000000000
45.7,2373868516530574900000000000
45.8,2344958880852524000000000000
45.9,2316122887062116600000000000
46,2287360546291036000000000000
46.1,2258671869732563200000000000
46.2,2230056868641814200000000000
46.3,2201515554335924600000000000
46.4,2173047938194270600000000000
46.5,2144654031658716200000000000
46.6,2116333846233769000000000000
46.7,2088087393486847600000000000
46.8,2059914685048444600000000000
46.9,2031815732612402300000000000
47,2003790547936089000000000000
47.1,1975839142840617400000000000
47.2,1947961529211098800000000000
47.3,1920157718996826000000000000
47.4,1892427724211509400000000000
47.5,1864771556933499800000000000
47.6,1837189229306010300000000000
47.7,1809680753537335500000000000
47.8,1782246141901082000000000000
47.9,1754885406736395000000000000
48,1727598560448172000000000000
48.1,1700385615507318000000000000
48.2,1673246584450933200000000000
48.3,1646181479882579200000000000
48.4,1619190314472489300000000000
48.5,1592273100957807500000000000
48.6,1565429852142809600000000000
48.7,1538660580899160800000000000
48.8,1511965300166115300000000000
48.9,1485344022950781000000000000
49,1458796762328340200000000000
49.1,1432323531442287600000000000
49.2,1405924343504673000000000000
49.3,1379599211796326700000000000
49.4,1353348149667135000000000000
49.5,1327171170536228800000000000
49.6,1301068287892266800000000000
49.7,1275039515293648400000000000
49.8,1249084866368797000000000000
49.9,1223204354816353500000000000
50,1197397994405469600000000000
50.1,1171665798976016400000000000
50.2,1146007782438853900000000000
50.3,1120423958776085500000000000
50.4,1094914342041278900000000000
50.5,1069478946359741900000000000
50.6,1044117785928773000000000000
50.7,1018830875017898800000000000
50.8,993618227969137400000000000
50.9,968479859197257100000000000
51,943415783190025600000000000
51.1,918426014508461900000000000
51.2,893510567787113800000000000
51.3,868669457734299000000000000
51.4,843902699132359900000000000
51.5,819210306837952600000000000
51.6,794592295782279200000000000
51.7,770048680971366700000000000
51.8,745579477486324600000000000
51.9,721184700483625600000000000
52,696864365195346000000000000
52.1,672618486929462000000000000
52.2,648447081070085000000000000
52.3,624350163077765000000000000
52.4,600327748489739700000000000
52.5,576379852920221470000000000
52.6,552506492060654000000000000
52.7,528707681679996500000000000
52.8,504983437625005200000000000
52.9,481333775820493240000000000
53,457758712269613100000000000
53.1,434258263054156760000000000
53.2,410832444334805200000000000
53.3,387481272351429400000000000
53.4,364204763423355740000000000
53.5,341002933949671540000000000
53.6,317875800409490300000000000
53.7,294823379362247500000000000
53.8,271845687447983000000000000
53.9,248942741387627770000000000
54,226114557983310120000000000
54.1,203361154118608100000000000
54.2,180682546758890900000000000
54.3,158078752951566540000000000
54.4,135549789826400600000000000
54.5,113095674595820130000000000
54.6,90716424555174540000000000
54.7,68412057083062010000000000
54.8,46182589641634270000000000
54.9,24028039776868664000000000
55,1948425118888118000000000
55.1,-20056236617733480000000000
